Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
BOLIVAR,MOMPOS,9.142512064,-74.54519906,POINT (-74.54519906 9.142512064),ECOPETROL S.A.,CICUCO BOQUETE,BOQUETE,0,0,0,0.04,0,0,0,0,0,0,0,0
BOLIVAR,TALAIGUA NUEVO,9.269516705,-74.58695233,POINT (-74.58695233 9.269516705),ECOPETROL S.A.,CICUCO BOQUETE,BOQUETE,0.01,0.02,0.01,0,0.06,0.06,0,0,0,0,0,0
BOLIVAR,TALAIGUA NUEVO,9.269516705,-74.58695233,POINT (-74.58695233 9.269516705),ECOPETROL S.A.,CICUCO BOQUETE,CICUCO,0.45,0.34,0.32,0.35,0.36,0.37,0,0,0,0,0,0
BOLIVAR,TALAIGUA NUEVO,9.269516705,-74.58695233,POINT (-74.58695233 9.269516705),HOCOL S.A.,CICUCO BOQUETE,BOQUETE,0,0,0,0,0,0,0.03,0.07,0.23,0.28,0.24,0.05
BOLIVAR,TALAIGUA NUEVO,9.269516705,-74.58695233,POINT (-74.58695233 9.269516705),HOCOL S.A.,CICUCO BOQUETE,CICUCO,0,0,0,0,0,0,0.39,0.35,0.36,0.3,0.26,0.26
BOYACA,CORRALES,5.82454582,-72.84544845,POINT (-72.84544845 5.82454582),UNION TEMPORAL OMEGA ENERGY,BUENAVISTA,CORRALES,10.68,9.78,9.4,5.74,9.09,9.35,9.6,9.32,9.11,8.52,10.5,10.15
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),ECOPETROL S.A.,PALAGUA,CAIPAL,0.58,0.59,0.44,0.45,0.42,0.42,0.41,0.41,0.41,0.4,0.41,0.4
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),ECOPETROL S.A.,PALAGUA,PALAGUA,4.51,4.43,3.18,3.16,3.17,3.32,3.36,3.2,3.18,3.14,3.2,3.19
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,GUAGUAQUI - TERAN,VELASQUEZ,0.47,0.49,0.47,0.48,0.42,0.48,0.46,0.49,0.47,0.42,0.43,0.41
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,NARE,ABARCO,0.18,0.19,0.14,0.16,0.14,0.13,0.14,0.15,0.14,0.14,0.13,0.13
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,NARE,GIRASOL,1.1,1.06,1.25,1,0.88,1.01,0.9,0.96,0.94,1.14,1.19,1.17
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,NARE,JAZMIN,0.39,0.36,0.39,0.36,0.58,0.88,1.07,1.5,1.6,1.51,1.35,1.74
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,NARE,MORICHE,1.02,0.97,1,1.03,0.95,0.9,0.89,0.9,0.89,0.91,0.88,0.94
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,NARE,UNDERRIVER,0.14,0.16,0.18,0.18,0.18,0.18,0.2,0.2,0.18,0.17,0.19,0.16
BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),NIKOIL ENERGY CORP,CÓNDOR,MEDINA,0,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01
BOYACA,TOPAGA,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303),UNION TEMPORAL OMEGA ENERGY,BUENAVISTA,BOLÍVAR,0,0,0,3.54,0,0,0,0,0,0,0,0
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),CEPSA COLOMBIA S.A.,LLA 22,RAMIRIQUI,3.59,3.42,3.28,3.29,3.41,3.26,3.29,3.28,3.36,3.3,3.24,3.13
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,CUSIANA NORTE,CUSIANA NORTE,168.52,173.05,168.72,169.11,169.91,159.31,163.78,161.31,161.1,169.13,160.81,151.59
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,150.79,367.32,376.63,394.9,398.35,387.53,362.64,365.21,360.09,323.39,321.41,344.79
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,180.83,189.46,218.92,207.57,202.03,207.89,211.46,209.11,206.61,36.09,190.01,187.13
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,RECETOR,CUPIAGUA LIRIA,54.26,141.58,154.75,152.22,161.66,158.94,163.08,169.35,170.26,158.16,153.23,168.08
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LLA 26,RUMBA,0.29,0.43,0.42,0.48,0.43,0.39,0.41,0.39,0.28,0.26,0.13,0.12
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),PERENCO COLOMBIA LIMITED,CASANARE,LA GLORIA,0.56,0.61,0.77,0.68,0.49,0.45,0.49,0.56,0.64,0.61,0.28,0.42
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),ECOPETROL S.A.,LA PUNTA - CDND/I,LA PUNTA,0.1,0.1,0.1,0.08,0.06,0.05,0,0,0,0,0,0
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),ECOPETROL S.A.,UPIA,SANTIAGO,0.09,0.09,0.08,0.08,0.07,0.07,0,0,0,0,0,0
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,CAMPO RICO,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,CENTAURO SUR,0,0,0,0,0,0,0,0,0,0,0,0
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),HOCOL S.A.,LA PUNTA - CDND/I,LA PUNTA,0,0,0,0,0,0,0.05,0.05,0.04,0.05,0.04,0.04
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),HOCOL S.A.,UPIA,SANTIAGO,0,0,0,0,0,0,0.07,0.07,0.07,0.06,0.06,0.07
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),PERENCO COLOMBIA LIMITED,CASANARE,LA GLORIA,0.24,0.33,0.28,0.28,0.27,0.28,0.28,0.15,0.01,0,0.37,0.23
CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),EQUION ENERGÍA LIMITED,NISCOTA,HURÓN,28.49,27.79,29.35,24.89,20.86,17.69,7.66,8.46,15.34,12.14,3.67,11.76
CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),PERENCO COLOMBIA LIMITED,CASANARE,TIERRA BLANCA,0.02,0.03,0.05,0.15,0.02,0.04,0.05,0.06,0.06,0.04,0.04,0.07
CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),PERENCO COLOMBIA LIMITED,CASANARE,TOCARIA,0,0,0,0,0,0,0,0,0.02,0,0,0
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,0.13,0.15,0.15,0.14,0.13,0.14,0.19,0.16,0.13,0.13,0.13,0.12
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),CARRAO ENERGY S.A. SUCURSAL COLOMIBA,LLA 23,DANES,0,0,0,0,0,0,0,0,0,0,0,0.02
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),CARRAO ENERGY S.A. SUCURSAL COLOMIBA,LLA 23,LABRADOR,0,0,0,0,0,0,0,0,0,0.09,0.09,0.08
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),CNE OIL & GAS S.A.S,LLA 23,LABRADOR,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0,0,0
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),COLOMBIA ENERGY DEVELOPMENT CO,ALCARAVÁN,CANACABARE,0,0,0,0,0,0,0,0,0,0,0,0
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,VIGIA SUR,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CASANARE ESTE,CURITO,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,OROPENDOLA,VIREO,0.01,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,CDNDI LA PUNTA,JUAPE,0.09,0,0,0,0,0,0.02,0.04,0.04,0.05,0.05,0.04
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,CDNDI LA PUNTA,SANTO DOMINGO,0.15,0.15,0.16,0.08,0.07,0.09,0.06,0.04,0.04,0.04,0.04,0.04
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,CDNDI LA PUNTA,SANTO DOMINGO NORTE,0.16,0.2,0.22,0.12,0.11,0.14,0.13,0.13,0.13,0.14,0.13,0.12
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),Frontera Energy Colombia Corp Sucursal Colombia,ARRENDAJO,AZOR,0,0,0,0,0,0,0,0,0,0,0,0
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),Frontera Energy Colombia Corp Sucursal Colombia,ARRENDAJO,YAGUAZO,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),GEOPARK COLOMBIA S.A.S.,LA CUERVA,CUERVA OESTE,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),GEOPARK COLOMBIA S.A.S.,LA CUERVA,CUERVA SUR,0,0,0,0,0,0,0,0,0,0,0,0
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),GEOPARK COLOMBIA S.A.S.,YAMU,YAMÚ,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,DOROTEA,DOROTEA B,0.33,0.34,0.34,0.34,0.3,0.29,0.29,0.29,0.27,0.24,0.23,0.22
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA,LEONA B,0,0,0,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA,LEONA B SUR,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA,LEONA C,0,0,0,0,0.01,0,0,0,0,0,0,0
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LLA 40,BEGONIA,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
CASANARE,PORE,5.663194953,-71.92580806,POINT (-71.92580806 5.663194953),GEOPARK COLOMBIA S.A.S.,YAMU,CARUPANA,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CASANARE,PORE,5.663194953,-71.92580806,POINT (-71.92580806 5.663194953),GEOPARK COLOMBIA S.A.S.,YAMU,POTRILLO,0,0,0,0,0,0,0,0,0,0,0,0
CASANARE,PORE,5.663194953,-71.92580806,POINT (-71.92580806 5.663194953),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LLA 16,KONA,0,0,0,0,0,0,0,0,0,0,0.03,0.02
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),CARRAO ENERGY S.A. SUCURSAL COLOMIBA,LLA 23,PANTRO,0,0,0,0,0,0,0,0,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),CNE OIL & GAS S.A.S,LLA 23,PANTRO,0,0,0,0,0,0,0,0,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),Frontera Energy Colombia Corp Sucursal Colombia,CASANARE ESTE,CURITO,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LLA 30,ADALIA,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LOS OCARROS,LAS MARACAS,0.44,0.46,0.41,0.4,0.37,0.35,0.35,0.34,0.46,0.42,0.44,0.44
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PERENCO COLOMBIA LIMITED,CASANARE,CRAVO ESTE,0.09,0.09,0.07,0.03,0.03,0.05,0.06,0.07,0.03,0.17,0.36,0.36
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PERENCO COLOMBIA LIMITED,COROCORA,REMACHE NORTE,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.01,0
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PERENCO COLOMBIA LIMITED,COROCORA,REMACHE SUR,0.09,0.1,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.07,0.06,0.06
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),ECOPETROL S.A.,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,0,0,0,0,0,0,0,0,0,163.11,0,0
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),ECOPETROL S.A.,RÍO CHITAMENA,CUSIANA,36.55,38.28,36.25,35.83,36.41,33.03,32.68,32.63,33.33,32.92,38.21,39.18
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),ECOPETROL S.A.,TAURAMENA,CUSIANA,109.71,115.4,118.82,114.5,110.04,113.93,112.16,111.94,125.31,116.39,115.44,126.02
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),Frontera Energy Colombia Corp Sucursal Colombia,CANAGUARO,Canaguay,0.07,0.08,0.08,0.07,0.01,0.03,0,0.01,0.07,0.09,0.06,0.06
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),Frontera Energy Colombia Corp Sucursal Colombia,LLANOS-25,ACORAZADO,0,0,0,0,0,0,0,0,0.09,0,0,0
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),GEOPARK COLOMBIA S.A.S.,LLA 34,MAX,0,0,0,0,0,0,0,0,0.03,0.05,0.04,0.03
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),GEOPARK COLOMBIA S.A.S.,LLA 34,TARO TARO,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.06
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),GEOPARK COLOMBIA S.A.S.,LLA 34,TILO,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),GEOPARK COLOMBIA S.A.S.,LLA 34,TUA,0.14,0.14,0.17,0.19,0.25,0.26,0.26,0.3,0.31,0.3,0.3,0.32
